Caz,Nr threads,Timp executie
nrPolinoame=10,nrMonoame=50,gr=1000,1,3.58786
nrPolinoame=10,nrMonoame=50,gr=1000,4,9.13369
nrPolinoame=10,nrMonoame=50,gr=1000,6,10.14837
nrPolinoame=10,nrMonoame=50,gr=1000,8,13.05524

nrPolinoame=5,nrMonoame=100,gr=10000,1,3.23097
nrPolinoame=5,nrMonoame=100,gr=10000,4,8.32048
nrPolinoame=5,nrMonoame=100,gr=10000,6,10.28927
nrPolinoame=5,nrMonoame=100,gr=10000,8,11.85448
